Id,Name,Stage Name,Amount,Probability,Expected Revenue,Type,Lead Source,Forecast Category,Opportunity Source,CloseDate,Status,Created Date
0068d000009MWLxAAO,Opportunity for Chandler1816,Perception Analysis,470865,0.7,329605.5,New Business,Employee Referral,BestCase,Marketing,11/17/2029,Open,11/17/2023
0068d000009MWLyAAO,Opportunity for Fox1817,Closed Won,807800,1,807800,Existing Business,Word of mouth,Closed,Alliances,1/18/2029,Won,1/18/2023
0068d000009MWLzAAO,Opportunity for Hicks1818,Closed Won,1417400,1,1417400,New Business / Add-on,Partner,Closed,Marketing,2/28/2029,Won,2/28/2023
0068d000009MWM0AAO,Opportunity for Moss1820,Perception Analysis,1489210,0.7,1042447,New Business,Word of mouth,BestCase,AE,12/20/2029,Open,12/20/2023
0068d000009MWM1AAO,Opportunity for Miles1826,Closed Won,5335150,1,5335150,Existing Business,Employee Referral,Closed,AE,9/26/2028,Won,9/26/2022
0068d000009MW8cAAG,Opportunity for Phelps203,Closed Won,22520,1,22520,New Business,Public Relations,Closed,AE,9/27/2028,Won,9/27/2022
0068d000009MW8dAAG,Opportunity for Phelps205,Needs Analysis,53325,0.2,10665,Existing Business,Word of mouth,Pipeline,BDR,1/2/2030,Open,1/2/2022
0068d000009MW8fAAG,Opportunity for White404,Closed Won,537880,1,537880,New Business / Add-on,Employee Referral,Closed,AE,10/6/2028,Won,10/6/2022
0068d000009MW8gAAG,Opportunity for Morton406,Qualification,356880,0.1,35688,New Business / Add-on,Word of mouth,Pipeline,Alliances,9/3/2029,Open,9/3/2023
0068d000009MW8iAAG,Opportunity for McKenzie412,Closed Lost,3626550,0,0,New Business / Add-on,Web,Omitted,Alliances,8/2/2028,Lost,8/2/2022
0068d000009MW8kAAG,Opportunity for Abbott414,Closed Won,206587,1,206587,New Business,Employee Referral,Closed,AE,5/31/2028,Won,5/31/2022
0068d000009MW8lAAG,Opportunity for West206,Closed Lost,2103270,0,0,New Business,Trade Show,Omitted,AE,1/28/2029,Lost,1/28/2023
0068d000009MW8mAAG,Opportunity for Horton207,Closed Won,2166890,1,2166890,New Business,Partner,Closed,AE,5/5/2029,Won,5/5/2023
0068d000009MW8oAAG,Opportunity for Johnston49,Closed Won,316040,1,316040,Existing Business,Word of mouth,Closed,Alliances,6/22/2029,Won,6/22/2023
0068d000009MW8pAAG,Opportunity for Potter50,Closed Won,333830,1,333830,New Business,Word of mouth,Closed,Alliances,4/20/2029,Won,4/20/2023
0068d000009MW8qAAG,Opportunity for Logan51,Closed Won,2093000,1,2093000,New Business / Add-on,Trade Show,Closed,BDR,9/24/2028,Won,9/24/2022
0068d000009MW8sAAG,Opportunity for Jordan57,Closed Won,1455310,1,1455310,New Business / Add-on,Word of mouth,Closed,BDR,7/8/2029,Won,7/8/2023
0068d000009MW8tAAG,Opportunity for Moss58,Closed Lost,2623525,0,0,New Business / Add-on,Public Relations,Omitted,AE,2/12/2029,Lost,2/12/2023
0068d000009MWEuAAO,Opportunity for Henry479,Closed Won,3168250,1,3168250,New Business,Trade Show,Closed,BDR,8/8/2029,Won,8/8/2023
0068d000009MWEvAAO,Opportunity for Shaw480,Perception Analysis,605000,0.7,423500,New Business,Partner,BestCase,AE,10/18/2029,Open,10/18/2023
0068d000009MWEwAAO,Opportunity for Silva482,Closed Won,115290,1,115290,New Business,Advertisement,Closed,Marketing,7/10/2029,Won,7/10/2023
0068d000009MW8uAAG,Opportunity for Bowen59,Perception Analysis,278337,0.7,194835.9,Existing Business,Employee Referral,BestCase,Marketing,10/13/2029,Open,10/13/2023
0068d000009MW8wAAG,Opportunity for Bennett62,Value Proposition,208375,0.5,104187.5,New Business / Add-on,Trade Show,Pipeline,Alliances,10/28/2029,Open,10/28/2023
0068d000009MW8yAAG,Opportunity for Black67,Closed Won,1683760,1,1683760,New Business,Web,Closed,Marketing,6/16/2028,Won,6/16/2022
0068d000009MW90AAG,Opportunity for Lowe69,Closed Won,476918,1,476918,New Business,Employee Referral,Closed,Marketing,3/15/2029,Won,3/15/2023
0068d000009MW92AAG,Opportunity for Schwartz75,Qualification,499450,0.1,49945,New Business / Add-on,Word of mouth,Pipeline,AE,9/22/2029,Open,9/22/2023
0068d000009MW93AAG,Opportunity for Morales81,Closed Lost,1630580,0,0,New Business,Employee Referral,Omitted,Alliances,4/26/2029,Lost,4/26/2023
0068d000009MW94AAG,Opportunity for Willis82,Closed Lost,308240,0,0,New Business,Trade Show,Omitted,AE,12/28/2028,Lost,12/28/2022
0068d000009MW95AAG,Opportunity for Thompson83,Closed Lost,51920,0,0,New Business / Add-on,Web,Omitted,BDR,12/7/2028,Lost,12/7/2022
0068d000009MW96AAG,Opportunity for Saunders86,Closed Won,87409,1,87409,New Business / Add-on,Public Relations,Closed,AE,6/17/2029,Won,6/17/2023
0068d000009MW97AAG,Opportunity for Adams87,Value Proposition,1093390,0.5,546695,New Business / Add-on,Partner,Pipeline,AE,11/21/2029,Open,11/21/2023
0068d000009MW98AAG,Opportunity for Peters89,Closed Won,492390,1,492390,New Business,Word of mouth,Closed,Alliances,9/8/2028,Won,9/8/2022
0068d000009MW9AAAW,Opportunity for Becker94,Closed Lost,493255,0,0,New Business,Public Relations,Omitted,AE,8/19/2028,Lost,8/19/2022
0068d000009MW9CAAW,Opportunity for Hughes209,Closed Lost,19640,0,0,Existing Business,Partner,Omitted,Alliances,4/24/2029,Lost,4/24/2023
0068d000009MW9DAAW,Opportunity for Aguilar210,Closed Won,202174,1,202174,New Business,Seminar - Internal,Closed,AE,4/6/2029,Won,4/6/2023
0068d000009MW9EAAW,Opportunity for Lopez212,Closed Won,2177800,1,2177800,Existing Business,Trade Show,Closed,Alliances,7/11/2029,Won,7/11/2023
0068d000009MWCqAAO,Opportunity for Edwards1901,Closed Won,994680,1,994680,New Business / Add-on,Public Relations,Closed,Marketing,7/8/2029,Won,7/8/2023
0068d000009MWCrAAO,Opportunity for Stevenson1907,Value Proposition,28440,0.5,14220,New Business / Add-on,Employee Referral,Pipeline,Marketing,9/26/2029,Open,9/26/2023
0068d000009MWExAAO,Opportunity for Pittman483,Closed Lost,458680,0,0,Existing Business,Web,Omitted,AE,4/26/2029,Lost,4/26/2023
0068d000009MWEyAAO,Opportunity for Sanchez828,Negotiation/Review,397710,0.9,357939,New Business,Partner,Forecast,AE,9/17/2029,Open,9/17/2023
0068d000009MWF0AAO,Opportunity for Medina832,Closed Won,789160,1,789160,Existing Business,Word of mouth,Closed,Marketing,1/28/2029,Won,1/28/2023
0068d000009MWF1AAO,Opportunity for Nash833,Closed Won,51480,1,51480,New Business / Add-on,Trade Show,Closed,Alliances,7/22/2029,Won,7/22/2023
0068d000009MWF3AAO,Opportunity for Watkins842,Closed Lost,382900,0,0,New Business,Web,Omitted,AE,9/9/2028,Lost,9/9/2022
0068d000009MWF4AAO,Opportunity for Thomas843,Closed Won,2124300,1,2124300,New Business,Word of mouth,Closed,Marketing,4/28/2029,Won,4/28/2023
0068d000009MWF6AAO,Opportunity for Hughes845,Needs Analysis,1405500,0.2,281100,New Business,Word of mouth,Pipeline,Marketing,9/20/2029,Open,9/20/2023
0068d000009MWHdAAO,Opportunity for Clayton1676,Needs Analysis,41500,0.2,8300,New Business,Advertisement,Pipeline,Marketing,1/21/2030,Open,1/21/2022
0068d000009MWHhAAO,Opportunity for Stokes556,Closed Won,40900,1,40900,New Business,Partner,Closed,AE,7/9/2029,Won,7/9/2023
0068d000009MWHiAAO,Opportunity for Franklin560,Prospecting,1420100,0.1,142010,New Business / Add-on,Seminar - Internal,Pipeline,Marketing,10/23/2029,Open,10/23/2023
0068d000009MWHjAAO,Opportunity for Lane561,Closed Won,316726,1,316726,Existing Business,Employee Referral,Closed,AE,1/8/2029,Won,1/8/2023
0068d000009MWHkAAO,Opportunity for Floyd923,Closed Won,2202900,1,2202900,New Business / Add-on,Trade Show,Closed,BDR,6/4/2029,Won,6/4/2023
0068d000009MWHlAAO,Opportunity for Rowe925,Closed Won,424836,1,424836,New Business / Add-on,Trade Show,Closed,BDR,5/25/2029,Won,5/25/2023
0068d000009MWHnAAO,Opportunity for Page927,Closed Won,219500,1,219500,Existing Business,Advertisement,Closed,Marketing,4/1/2029,Won,4/1/2023
0068d000009MWHoAAO,Opportunity for Hicks930,Closed Lost,398311,0,0,New Business / Add-on,Web,Omitted,Marketing,4/20/2029,Lost,4/20/2023
0068d000009MW9FAAW,Opportunity for Guzman213,Closed Won,640000,1,640000,New Business / Add-on,Advertisement,Closed,Alliances,5/12/2029,Won,5/12/2023
0068d000009MW9IAAW,Opportunity for Johnson217,Closed Won,1935980,1,1935980,Existing Business,Word of mouth,Closed,Alliances,4/4/2029,Won,4/4/2023
0068d000009MW9JAAW,Opportunity for Santos218,Closed Won,435960,1,435960,Existing Business,Word of mouth,Closed,Marketing,3/29/2029,Won,3/29/2023
0068d000009MW9KAAW,Opportunity for Becker221,Closed Won,374505,1,374505,New Business / Add-on,Trade Show,Closed,BDR,3/26/2029,Won,3/26/2023
0068d000009MW9LAAW,Opportunity for McCoy227,Closed Won,917500,1,917500,New Business / Add-on,Partner,Closed,BDR,2/17/2029,Won,2/17/2023
0068d000009MW9MAAW,Opportunity for Lee231,Closed Lost,5423800,0,0,New Business,Public Relations,Omitted,BDR,7/4/2029,Lost,7/4/2023
0068d000009MW9NAAW,Opportunity for Burns308,Needs Analysis,1188240,0.2,237648,Existing Business,Public Relations,Pipeline,AE,11/13/2029,Open,11/13/2023
0068d000009MW9OAAW,Opportunity for Smith309,Closed Won,3709600,1,3709600,New Business,Employee Referral,Closed,BDR,2/16/2029,Won,2/16/2023
0068d000009MW9PAAW,Opportunity for Pope310,Needs Analysis,3207480,0.2,641496,Existing Business,Word of mouth,Pipeline,BDR,9/21/2029,Open,9/21/2023
0068d000009MWAsAAO,Opportunity for Miles1094,Closed Won,79480,1,79480,Existing Business,Partner,Closed,AE,5/23/2029,Won,5/23/2023
0068d000009MWAtAAO,Opportunity for Morton1098,Closed Won,761000,1,761000,New Business / Add-on,Web,Closed,Marketing,2/25/2029,Won,2/25/2023
0068d000009MWAuAAO,Opportunity for Mills1099,Closed Lost,254500,0,0,New Business / Add-on,Employee Referral,Omitted,BDR,5/19/2029,Lost,5/19/2023
0068d000009MWAvAAO,Opportunity for Keller1100,Closed Won,1229730,1,1229730,Existing Business,Web,Closed,AE,7/19/2028,Won,7/19/2022
0068d000009MWAwAAO,Opportunity for Todd1101,Closed Won,173566,1,173566,New Business,Advertisement,Closed,AE,7/29/2029,Won,7/29/2023
0068d000009MWAxAAO,Opportunity for Montgomery1103,Closed Won,1058980,1,1058980,New Business,Employee Referral,Closed,BDR,6/27/2029,Won,6/27/2023
0068d000009MWAyAAO,Opportunity for Luna1104,Closed Won,228220,1,228220,New Business / Add-on,Word of mouth,Closed,Marketing,5/30/2029,Won,5/30/2023
0068d000009MWAzAAO,Opportunity for Myers1105,Closed Won,792270,1,792270,New Business / Add-on,Employee Referral,Closed,AE,8/9/2029,Won,8/9/2023
0068d000009MWB0AAO,Opportunity for Jacobs1106,Closed Lost,78400,0,0,New Business,Word of mouth,Omitted,Marketing,11/19/2028,Lost,11/19/2022
0068d000009MWB1AAO,Opportunity for Parsons1107,Closed Won,206000,1,206000,New Business / Add-on,Trade Show,Closed,AE,3/6/2029,Won,3/6/2023
0068d000009MWCsAAO,Opportunity for Aguilar1908,Closed Won,3314900,1,3314900,Existing Business,Trade Show,Closed,AE,12/13/2028,Won,12/13/2022
0068d000009MWCtAAO,Opportunity for Anderson1911,Closed Lost,1684910,0,0,New Business / Add-on,Web,Omitted,Alliances,6/17/2029,Lost,6/17/2023
0068d000009MWCuAAO,Opportunity for Chandler1913,Closed Won,482760,1,482760,New Business / Add-on,Advertisement,Closed,AE,7/3/2029,Won,7/3/2023
0068d000009MWCvAAO,Opportunity for Holt1914,Closed Won,125325,1,125325,New Business,Word of mouth,Closed,Marketing,10/13/2028,Won,10/13/2022
0068d000009MWCxAAO,Opportunity for Walsh1918,Proposal/Price Quote,179700,0.75,134775,New Business / Add-on,Word of mouth,BestCase,AE,11/25/2029,Open,11/25/2023
0068d000009MWCyAAO,Opportunity for Gordon1919,Closed Won,975175,1,975175,New Business,Employee Referral,Closed,Marketing,5/24/2029,Won,5/24/2023
0068d000009MWCzAAO,Opportunity for White1920,Closed Lost,1535500,0,0,New Business,Partner,Omitted,BDR,6/23/2029,Lost,6/23/2023
0068d000009MWD0AAO,Opportunity for Powers1925,Closed Lost,213440,0,0,New Business / Add-on,Partner,Omitted,AE,1/30/2029,Lost,1/30/2023
0068d000009MWD2AAO,Opportunity for Lloyd424,Closed Won,389648,1,389648,New Business,Employee Referral,Closed,Marketing,3/11/2029,Won,3/11/2023
0068d000009MWD3AAO,Opportunity for Reyes426,Qualification,830400,0.1,83040,New Business,Seminar - Internal,Pipeline,AE,10/29/2029,Open,10/29/2023
0068d000009MWD4AAO,Opportunity for Mendoza431,Closed Lost,3615050,0,0,New Business,Word of mouth,Omitted,Marketing,5/8/2029,Lost,5/8/2023
0068d000009MWD6AAO,Opportunity for Guerrero433,Closed Won,274656,1,274656,New Business,Advertisement,Closed,Marketing,1/28/2029,Won,1/28/2023
0068d000009MWD7AAO,Opportunity for Dawson434,Closed Won,2111880,1,2111880,New Business,Word of mouth,Closed,BDR,12/12/2028,Won,12/12/2022
0068d000009MWD8AAO,Opportunity for Ramos435,Closed Won,2942705,1,2942705,New Business / Add-on,Trade Show,Closed,Marketing,8/4/2029,Won,8/4/2023
0068d000009MWD9AAO,Opportunity for Welch436,Closed Won,520500,1,520500,New Business / Add-on,Seminar - Internal,Closed,AE,7/12/2028,Won,7/12/2022
0068d000009MWDAAA4,Opportunity for Estrada781,Closed Won,2182350,1,2182350,New Business,Partner,Closed,Alliances,9/12/2028,Won,9/12/2022
0068d000009MWF8AAO,Opportunity for Patton847,Closed Lost,3836040,0,0,New Business,Trade Show,Omitted,Alliances,8/14/2028,Lost,8/14/2022
0068d000009MWF9AAO,Opportunity for Weber1216,Closed Won,329425,1,329425,New Business / Add-on,Web,Closed,Marketing,3/6/2029,Won,3/6/2023
0068d000009MWFAAA4,Opportunity for Bishop1217,Closed Won,409240,1,409240,New Business / Add-on,Partner,Closed,Marketing,1/19/2029,Won,1/19/2023
0068d000009MWFBAA4,Opportunity for Byrd1219,Closed Won,2601440,1,2601440,Existing Business,Partner,Closed,Marketing,1/20/2029,Won,1/20/2023
0068d000009MWFDAA4,Opportunity for Carpenter1221,Proposal/Price Quote,2887700,0.75,2165775,New Business,Advertisement,BestCase,BDR,9/5/2029,Open,9/5/2023
0068d000009MWFEAA4,Opportunity for Spencer1223,Perception Analysis,32480,0.7,22736,New Business,Partner,BestCase,BDR,11/28/2029,Open,11/28/2023
0068d000009MWFFAA4,Opportunity for Romero1224,Perception Analysis,4561,0.7,3192.7,New Business,Partner,BestCase,AE,12/22/2029,Open,12/22/2023
0068d000009MWFGAA4,Opportunity for Young1227,Closed Won,1207960,1,1207960,New Business / Add-on,Seminar - Internal,Closed,BDR,8/18/2029,Won,8/18/2023
0068d000009MWFHAA4,Opportunity for Paul1228,Closed Won,368530,1,368530,Existing Business,Web,Closed,BDR,7/26/2029,Won,7/26/2023
0068d000009MWFIAA4,Opportunity for Higgins1229,Closed Won,720875,1,720875,New Business / Add-on,Partner,Closed,AE,5/16/2029,Won,5/16/2023
0068d000009MWFJAA4,Opportunity for Brown1230,Qualification,2454990,0.1,245499,New Business / Add-on,Word of mouth,Pipeline,Marketing,12/16/2029,Open,12/16/2023
0068d000009MWFLAA4,Opportunity for Bass1237,Qualification,2855840,0.1,285584,New Business / Add-on,Partner,Pipeline,AE,3/1/2030,Open,3/1/2022
0068d000009MWFNAA4,Opportunity for Barton1587,Closed Lost,65070,0,0,New Business / Add-on,Web,Omitted,AE,3/2/2029,Lost,3/2/2023
0068d000009MWFOAA4,Opportunity for Howard1588,Closed Won,65920,1,65920,New Business,Web,Closed,AE,7/16/2028,Won,7/16/2022
0068d000009MWFPAA4,Opportunity for Norman1589,Closed Won,1390500,1,1390500,New Business,Partner,Closed,AE,9/17/2028,Won,9/17/2022
0068d000009MWHqAAO,Opportunity for Farmer932,Closed Won,2339200,1,2339200,New Business,Advertisement,Closed,Marketing,9/21/2028,Won,9/21/2022
0068d000009MWHrAAO,Opportunity for Burton933,Closed Lost,388760,0,0,New Business / Add-on,Partner,Omitted,BDR,8/1/2029,Lost,8/1/2023
0068d000009MWHsAAO,Opportunity for Mack935,Closed Won,76800,1,76800,New Business,Word of mouth,Closed,Marketing,7/6/2029,Won,7/6/2023
0068d000009MWHtAAO,Opportunity for Jefferson936,Closed Won,95400,1,95400,New Business,Employee Referral,Closed,Marketing,5/5/2029,Won,5/5/2023
0068d000009MWHuAAO,Opportunity for Fowler938,Closed Lost,720520,0,0,New Business,Partner,Omitted,BDR,6/21/2028,Lost,6/21/2022
0068d000009MWHvAAO,Opportunity for Wong939,Closed Won,390400,1,390400,Existing Business,Advertisement,Closed,Marketing,10/12/2028,Won,10/12/2022
0068d000009MWHwAAO,Opportunity for Cruz1306,Perception Analysis,578880,0.7,405216,New Business / Add-on,Trade Show,BestCase,Marketing,8/30/2029,Open,8/30/2023
0068d000009MWHxAAO,Opportunity for Johnson1307,Closed Lost,2165900,0,0,Existing Business,Word of mouth,Omitted,AE,7/2/2029,Lost,7/2/2023
0068d000009MWHyAAO,Opportunity for Pittman1309,Closed Won,200400,1,200400,Existing Business,Advertisement,Closed,BDR,5/8/2029,Won,5/8/2023
0068d000009MWI1AAO,Opportunity for Singleton1321,Closed Lost,1202450,0,0,New Business / Add-on,Partner,Omitted,AE,6/28/2028,Lost,6/28/2022
0068d000009MWI2AAO,Opportunity for Gutierrez1322,Closed Won,89320,1,89320,Existing Business,Web,Closed,AE,7/5/2028,Won,7/5/2022
0068d000009MWB3AAO,Opportunity for Gardner1110,Needs Analysis,645700,0.2,129140,New Business,Trade Show,Pipeline,AE,11/12/2029,Open,11/12/2023
0068d000009MWB4AAO,Opportunity for Harrington1112,Qualification,905000,0.1,90500,New Business,Employee Referral,Pipeline,BDR,9/21/2029,Open,9/21/2023
0068d000009MWB5AAO,Opportunity for Rodriquez1114,Closed Won,1598060,1,1598060,New Business,Employee Referral,Closed,AE,9/5/2028,Won,9/5/2022
0068d000009MWB6AAO,Opportunity for Tyler1115,Value Proposition,114000,0.5,57000,New Business / Add-on,Employee Referral,Pipeline,Marketing,9/24/2029,Open,9/24/2023
0068d000009MWB7AAO,Opportunity for West1117,Closed Won,3609320,1,3609320,New Business,Employee Referral,Closed,Marketing,7/9/2029,Won,7/9/2023
0068d000009MWB8AAO,Opportunity for Rodriquez1469,Closed Won,491550,1,491550,New Business / Add-on,Seminar - Internal,Closed,BDR,8/8/2029,Won,8/8/2023
0068d000009MWB9AAO,Opportunity for Martin1471,Closed Won,24536,1,24536,New Business,Seminar - Internal,Closed,BDR,2/1/2029,Won,2/1/2023
0068d000009MWBAAA4,Opportunity for Simpson1472,Closed Won,283466,1,283466,New Business,Word of mouth,Closed,BDR,5/19/2029,Won,5/19/2023
0068d000009MWBBAA4,Opportunity for Santos1475,Closed Won,345554,1,345554,New Business / Add-on,Trade Show,Closed,BDR,7/13/2029,Won,7/13/2023
0068d000009MWBCAA4,Opportunity for Simon1477,Closed Lost,325680,0,0,New Business,Web,Omitted,BDR,9/30/2028,Lost,9/30/2022
0068d000009MWBEAA4,Opportunity for Harmon1481,Closed Won,1738370,1,1738370,New Business,Word of mouth,Closed,BDR,2/18/2029,Won,2/18/2023
0068d000009MWBFAA4,Opportunity for Reed1483,Closed Won,1755000,1,1755000,New Business,Employee Referral,Closed,BDR,3/14/2029,Won,3/14/2023
0068d000009MWDBAA4,Opportunity for Moody784,Closed Won,82925,1,82925,New Business,Public Relations,Closed,AE,2/14/2029,Won,2/14/2023
0068d000009MWDCAA4,Opportunity for Harrison791,Closed Won,193500,1,193500,New Business / Add-on,Employee Referral,Closed,Alliances,6/9/2029,Won,6/9/2023
0068d000009MWDEAA4,Opportunity for Phillips797,Closed Won,1313950,1,1313950,New Business,Advertisement,Closed,Marketing,1/27/2029,Won,1/27/2023
0068d000009MWDFAA4,Opportunity for Blair798,Qualification,23642,0.1,2364.2,New Business / Add-on,Employee Referral,Pipeline,AE,9/15/2029,Open,9/15/2023
0068d000009MWDGAA4,Opportunity for Beck799,Closed Won,363453,1,363453,New Business / Add-on,Partner,Closed,AE,6/24/2029,Won,6/24/2023
0068d000009MWDHAA4,Opportunity for Sullivan800,Negotiation/Review,577250,0.9,519525,New Business,Seminar - Internal,Forecast,Marketing,9/1/2029,Open,9/1/2023
0068d000009MWDIAA4,Opportunity for George802,Closed Won,214100,1,214100,Existing Business,Advertisement,Closed,Alliances,7/3/2029,Won,7/3/2023
0068d000009MWDJAA4,Opportunity for Gill1168,Closed Won,786875,1,786875,New Business,Seminar - Internal,Closed,AE,8/4/2028,Won,8/4/2022
0068d000009MWDLAA4,Opportunity for Osborne1170,Closed Won,71880,1,71880,New Business / Add-on,Trade Show,Closed,Marketing,12/2/2028,Won,12/2/2022
0068d000009MWDNAA4,Opportunity for Knight1172,Closed Won,2113750,1,2113750,New Business,Partner,Closed,BDR,3/27/2029,Won,3/27/2023
0068d000009MWDOAA4,Opportunity for Carson1177,Closed Lost,93733,0,0,New Business / Add-on,Partner,Omitted,Marketing,7/3/2029,Lost,7/3/2023
0068d000009MWDQAA4,Opportunity for Padilla1183,Closed Won,66246,1,66246,New Business,Employee Referral,Closed,Alliances,6/4/2029,Won,6/4/2023
0068d000009MWDRAA4,Opportunity for Abbott1184,Closed Won,2016250,1,2016250,Existing Business,Trade Show,Closed,BDR,5/14/2029,Won,5/14/2023
0068d000009MWDSAA4,Opportunity for Porter1185,Closed Won,3960350,1,3960350,New Business,Web,Closed,AE,12/18/2028,Won,12/18/2022
0068d000009MWDTAA4,Opportunity for Rice1187,Proposal/Price Quote,261400,0.75,196050,New Business,Word of mouth,BestCase,AE,3/6/2030,Open,3/6/2022
0068d000009MWDUAA4,Opportunity for Waters1188,Closed Won,1163610,1,1163610,New Business,Public Relations,Closed,Marketing,12/6/2028,Won,12/6/2022
0068d000009MWI3AAO,Opportunity for Patterson1324,Closed Lost,1292300,0,0,New Business / Add-on,Employee Referral,Omitted,Alliances,3/4/2029,Lost,3/4/2023
0068d000009MWI4AAO,Opportunity for Blair1326,Closed Won,72720,1,72720,New Business / Add-on,Partner,Closed,BDR,1/26/2029,Won,1/26/2023
0068d000009MWI5AAO,Opportunity for Flores1679,Closed Lost,2641175,0,0,New Business / Add-on,Advertisement,Omitted,Marketing,4/25/2029,Lost,4/25/2023
0068d000009MWI6AAO,Opportunity for Steele1680,Closed Won,2207200,1,2207200,Existing Business,Web,Closed,AE,8/15/2029,Won,8/15/2023
0068d000009MWIBAA4,Opportunity for Barnett1692,Needs Analysis,4708010,0.2,941602,New Business,Word of mouth,Pipeline,BDR,8/24/2029,Open,8/24/2023
0068d000009MWICAA4,Opportunity for Figueroa1695,Closed Won,2604140,1,2604140,New Business,Partner,Closed,BDR,10/14/2028,Won,10/14/2022
0068d000009MWIEAA4,Opportunity for Watkins1701,Closed Lost,831100,0,0,New Business,Partner,Omitted,Marketing,10/14/2028,Lost,10/14/2022
0068d000009MWIFAA4,Opportunity for Long562,Closed Won,249600,1,249600,New Business / Add-on,Employee Referral,Closed,AE,10/20/2028,Won,10/20/2022
0068d000009MWIGAA4,Opportunity for Schneider564,Closed Won,146771,1,146771,New Business / Add-on,Word of mouth,Closed,Marketing,3/21/2029,Won,3/21/2023
0068d000009MWIIAA4,Opportunity for Webb567,Closed Lost,65040,0,0,New Business / Add-on,Employee Referral,Omitted,BDR,7/2/2028,Lost,7/2/2022
0068d000009MWIJAA4,Opportunity for Reese570,Prospecting,2217555,0.1,221755.5,New Business,Trade Show,Pipeline,Marketing,8/31/2029,Open,8/31/2023
0068d000009MWIKAA4,Opportunity for Hunt578,Closed Won,1012640,1,1012640,New Business,Public Relations,Closed,BDR,3/30/2029,Won,3/30/2023
0068d000009MWILAA4,Opportunity for Watson580,Closed Won,4090880,1,4090880,New Business / Add-on,Employee Referral,Closed,AE,5/30/2029,Won,5/30/2023
0068d000009MWIMAA4,Opportunity for Carr581,Closed Won,61500,1,61500,New Business,Word of mouth,Closed,BDR,1/8/2029,Won,1/8/2023
0068d000009MW9QAAW,Opportunity for Tyler313,Closed Lost,55530,0,0,Existing Business,Employee Referral,Omitted,BDR,12/24/2028,Lost,12/24/2022
0068d000009MW9SAAW,Opportunity for McGee320,Closed Lost,637600,0,0,Existing Business,Partner,Omitted,Marketing,7/15/2028,Lost,7/15/2022
0068d000009MW9TAAW,Opportunity for Olson321,Qualification,3729975,0.1,372997.5,Existing Business,Employee Referral,Pipeline,AE,2/16/2030,Open,2/16/2022
0068d000009MW9UAAW,Opportunity for Holland322,Closed Lost,384840,0,0,Existing Business,Employee Referral,Omitted,AE,3/18/2029,Lost,3/18/2023
0068d000009MW9VAAW,Opportunity for Martin324,Closed Won,7747190,1,7747190,New Business,Trade Show,Closed,Alliances,11/5/2028,Won,11/5/2022
0068d000009MW9WAAW,Opportunity for Castillo325,Closed Won,131750,1,131750,New Business,Partner,Closed,AE,1/4/2029,Won,1/4/2023
0068d000009MW9XAAW,Opportunity for Klein103,Closed Won,84329,1,84329,Existing Business,Partner,Closed,AE,1/30/2029,Won,1/30/2023
0068d000009MW9ZAAW,Opportunity for Ramirez108,Closed Won,87240,1,87240,New Business,Employee Referral,Closed,AE,7/25/2029,Won,7/25/2023
0068d000009MW9aAAG,Opportunity for Jones110,Closed Won,1193160,1,1193160,New Business / Add-on,Employee Referral,Closed,Marketing,3/13/2029,Won,3/13/2023
0068d000009MW9cAAG,Opportunity for Lynch113,Closed Won,1817900,1,1817900,New Business,Partner,Closed,AE,8/12/2029,Won,8/12/2023
0068d000009MW9eAAG,Opportunity for Carroll233,Closed Won,1578500,1,1578500,New Business / Add-on,Trade Show,Closed,Marketing,2/5/2029,Won,2/5/2023
0068d000009MW9fAAG,Opportunity for Murphy234,Closed Won,2734080,1,2734080,Existing Business,Word of mouth,Closed,AE,9/27/2028,Won,9/27/2022
0068d000009MWBHAA4,Opportunity for Klein1486,Prospecting,431073,0.1,43107.3,New Business,Employee Referral,Pipeline,AE,10/29/2029,Open,10/29/2023
0068d000009MWBIAA4,Opportunity for Stone1492,Closed Lost,3163400,0,0,New Business,Word of mouth,Omitted,BDR,12/21/2028,Lost,12/21/2022
0068d000009MWBJAA4,Opportunity for Barnes1852,Closed Lost,1635400,0,0,New Business,Web,Omitted,AE,2/13/2029,Lost,2/13/2023
0068d000009MWBKAA4,Opportunity for Johnston1857,Closed Won,163800,1,163800,New Business / Add-on,Employee Referral,Closed,AE,2/1/2029,Won,2/1/2023
0068d000009MWBMAA4,Opportunity for Smith1859,Negotiation/Review,1261290,0.9,1135161,New Business,Word of mouth,Forecast,BDR,12/28/2029,Open,12/28/2023
0068d000009MWBNAA4,Opportunity for Thornton1860,Closed Won,193757,1,193757,Existing Business,Word of mouth,Closed,BDR,1/31/2029,Won,1/31/2023
0068d000009MWBOAA4,Opportunity for Ramsey1863,Closed Won,1885475,1,1885475,New Business,Trade Show,Closed,BDR,3/3/2029,Won,3/3/2023
0068d000009MWBPAA4,Opportunity for Mathis1864,Needs Analysis,2628850,0.2,525770,New Business,Public Relations,Pipeline,AE,10/23/2029,Open,10/23/2023
0068d000009MWBRAA4,Opportunity for Price1866,Closed Won,466000,1,466000,New Business,Partner,Closed,AE,3/14/2029,Won,3/14/2023
0068d000009MWBTAA4,Opportunity for Moore1870,Closed Won,165920,1,165920,New Business / Add-on,Word of mouth,Closed,Marketing,7/8/2028,Won,7/8/2022
